[2019-11-16 21:51:28.600] temperature (C), humidity (% relative), pressure (hPa)        
[2019-11-16 23:34:24.347] ,-3,23,1074                   
[2019-11-16 23:34:36.941] ,-3,23,1074                   
[2019-11-16 23:34:49.535] ,-3,23,1074                   
[2019-11-16 23:35:02.130] ,-3,23,1074                   
[2019-11-16 23:35:14.722] ,-3,23,1074                   
[2019-11-16 23:35:27.317] ,-3,23,1074                   
[2019-11-16 23:35:39.911] ,-3,23,1074                   
[2019-11-16 23:35:52.505] ,-3,23,1074                   
[2019-11-16 23:36:05.098] ,-3,23,1074                   
[2019-11-16 23:36:17.692] ,-3,23,1074                   
[2019-11-16 23:36:30.286] ,-3,23,1074                   
[2019-11-16 23:36:42.880] ,-3,23,1074                   
[2019-11-16 23:36:55.474] ,-3,23,1074                   
[2019-11-16 23:37:08.074] ,-3,24,1074                   
[2019-11-16 23:37:20.674] ,-3,23,1074                   
[2019-11-16 23:37:33.267] ,-3,23,1074                   
[2019-11-16 23:37:45.862] ,-3,24,1074                   
[2019-11-16 23:37:58.456] ,-3,24,1074                   
[2019-11-16 23:38:11.050] ,-3,24,1074                   
[2019-11-16 23:38:23.645] ,-3,24,1074                   
[2019-11-16 23:38:36.237] ,-3,24,1074                   
[2019-11-16 23:38:48.830] ,-3,23,1074                   
[2019-11-16 23:39:01.424] ,-3,24,1074                   
[2019-11-16 23:39:14.019] ,-3,24,1074                   
[2019-11-16 23:39:26.612] ,-3,24,1074                   
[2019-11-16 23:39:39.207] ,-3,24,1074                   
[2019-11-16 23:39:51.806] ,-3,23,1074                   
[2019-11-16 23:40:04.400] ,-3,24,1074                   
[2019-11-16 23:40:16.994] ,-3,24,1074                   
[2019-11-16 23:40:29.587] ,-3,24,1074                   
[2019-11-16 23:40:42.181] ,-3,24,1074                   
[2019-11-16 23:40:54.776] ,-3,24,1074                   
[2019-11-16 23:41:07.374] ,-3,24,1074                   
[2019-11-16 23:41:19.969] ,-3,24,1074                   
[2019-11-16 23:41:32.563] ,-3,24,1074                   
[2019-11-16 23:41:45.158] ,-3,24,1074                   
[2019-11-16 23:41:57.751] ,-3,24,1074                   
[2019-11-16 23:42:10.345] ,-3,24,1074                   
[2019-11-16 23:42:22.938] ,-3,24,1074                   
[2019-11-16 23:42:35.532] ,-3,23,1074                   
[2019-11-16 23:42:48.126] ,-3,24,1074                   
[2019-11-16 23:43:00.720] ,-3,24,1074                   
[2019-11-16 23:43:13.315] ,-3,24,1074                   
[2019-11-16 23:43:25.908] ,-3,24,1074                   
[2019-11-16 23:43:38.502] ,-3,24,1074                   
[2019-11-16 23:43:51.097] ,-3,23,1074                   
[2019-11-16 23:44:03.689] ,-3,24,1074                   
[2019-11-16 23:44:16.284] ,-3,24,1074                   
[2019-11-16 23:44:28.877] ,-3,24,1074                   
[2019-11-16 23:44:41.471] ,-3,24,1074                   
[2019-11-16 23:44:54.066] ,-3,23,1074                   
[2019-11-16 23:45:06.660] ,-3,24,1074                   
[2019-11-16 23:45:19.254] ,-3,24,1074                   
[2019-11-16 23:45:31.848] ,-3,24,1074                   
[2019-11-16 23:45:44.440] ,-3,24,1074                   
[2019-11-16 23:45:57.035] ,-3,24,1074                   
[2019-11-16 23:46:09.629] ,-3,24,1074                   
[2019-11-16 23:46:22.232] ,-3,24,1074                   
[2019-11-16 23:46:34.828] ,-3,24,1074                   
[2019-11-16 23:46:47.422] ,-3,24,1074                   
[2019-11-16 23:47:00.016] ,-3,24,1074                   
[2019-11-16 23:47:12.610] ,-3,24,1074                   
[2019-11-16 23:47:25.204] ,-3,24,1074                   
[2019-11-16 23:47:37.797] ,-3,24,1074                   
[2019-11-16 23:47:50.391] ,-3,24,1074                   
[2019-11-16 23:48:02.986] ,-3,24,1074                   
[2019-11-16 23:48:15.580] ,-3,24,1074                   
[2019-11-16 23:48:28.174] ,-3,24,1074                   
[2019-11-16 23:48:40.767] ,-3,24,1074                   
[2019-11-16 23:48:53.362] ,-3,24,1074                   
[2019-11-16 23:49:05.954] ,-3,24,1074                   
[2019-11-16 23:49:18.549] ,-3,24,1074                   
[2019-11-16 23:49:31.143] ,-3,24,1074                   
[2019-11-16 23:49:43.736] ,-3,24,1074                   
[2019-11-16 23:49:56.330] ,-3,24,1074                   
[2019-11-16 23:50:08.930] ,-3,24,1074                   
[2019-11-16 23:50:21.525] ,-3,24,1074                   
[2019-11-16 23:50:34.119] ,-3,24,1074                   
[2019-11-16 23:50:46.713] ,-3,24,1074                   
[2019-11-16 23:50:59.306] ,-3,24,1074                   
[2019-11-16 23:51:11.900] ,-3,24,1074                   
[2019-11-16 23:51:24.493] ,-3,23,1074                   
[2019-11-16 23:51:37.087] ,-3,24,1074                   
[2019-11-16 23:51:49.681] ,-3,24,1074                   
[2019-11-16 23:52:02.277] ,-3,24,1074                   
[2019-11-16 23:52:14.869] ,-3,24,1074                   
[2019-11-16 23:52:27.468] ,-3,24,1074                   
[2019-11-16 23:52:40.063] ,-3,24,1074                   
[2019-11-16 23:52:52.656] ,-3,24,1074                   
[2019-11-16 23:53:05.255] ,-3,24,1073                   
[2019-11-16 23:53:17.850] ,-3,24,1074                   
[2019-11-16 23:53:30.444] ,-3,24,1074                   
[2019-11-16 23:53:43.038] ,-3,24,1074                   
[2019-11-16 23:53:55.632] ,-3,24,1074                   
[2019-11-16 23:54:08.226] ,-3,24,1074                   
[2019-11-16 23:54:20.821] ,-3,24,1073                   
[2019-11-16 23:54:33.414] ,-3,24,1074                   
[2019-11-16 23:54:46.007] ,-3,24,1074                   
[2019-11-16 23:54:58.602] ,-3,24,1074                   
[2019-11-16 23:55:11.196] ,-3,24,1074                   
[2019-11-16 23:55:23.791] ,-3,24,1073                   
[2019-11-16 23:55:36.383] ,-3,24,1073                   
[2019-11-16 23:55:48.977] ,-3,24,1073                   
[2019-11-16 23:56:01.570] ,-3,24,1073                   
[2019-11-16 23:56:14.165] ,-3,24,1073                   
[2019-11-16 23:56:26.759] ,-3,24,1073                   
[2019-11-16 23:56:39.352] ,-3,24,1074                   
[2019-11-16 23:56:51.946] ,-3,24,1074                   
[2019-11-16 23:57:04.540] ,-3,24,1074                   
[2019-11-16 23:57:17.134] ,-3,24,1074                   
[2019-11-16 23:57:29.729] ,-3,23,1074                   
[2019-11-16 23:57:42.322] ,-3,24,1074                   
[2019-11-16 23:57:54.915] ,-3,24,1074                   
[2019-11-16 23:58:07.517] ,-3,24,1073                   
[2019-11-16 23:58:20.115] ,-3,24,1073                   
[2019-11-16 23:58:32.709] ,-3,24,1073                   
[2019-11-16 23:58:45.306] ,-3,24,1074                   
[2019-11-16 23:58:57.898] ,-3,24,1073                   
[2019-11-16 23:59:10.491] ,-3,24,1074                   
[2019-11-16 23:59:23.085] ,-3,24,1074                   
[2019-11-16 23:59:35.678] ,-3,24,1074                   
[2019-11-16 23:59:48.272] ,-3,24,1074                   
[2019-11-17 00:00:00.867] ,-3,25,1074                   
[2019-11-17 00:00:13.460] ,-3,24,1074                   
[2019-11-17 00:00:26.056] ,-3,24,1074                   
[2019-11-17 00:00:38.648] ,-3,24,1074                   
[2019-11-17 00:00:51.244] ,-3,24,1074                   
[2019-11-17 00:01:03.838] ,-3,24,1074                   
[2019-11-17 00:01:16.430] ,-3,24,1074                   
[2019-11-17 00:01:29.032] ,-3,24,1074                   
[2019-11-17 00:01:41.623] ,-3,24,1074                   
[2019-11-17 00:01:54.218] ,-3,24,1074                   
[2019-11-17 00:02:06.811] ,-3,24,1074                   
[2019-11-17 00:02:19.405] ,-3,24,1074                   
[2019-11-17 00:02:32.002] ,-3,24,1074                   
[2019-11-17 00:02:44.594] ,-3,24,1074                   
[2019-11-17 00:02:57.186] ,-3,24,1074                   
[2019-11-17 00:03:09.780] ,-3,24,1074                   
[2019-11-17 00:03:22.379] ,-3,24,1074                   
[2019-11-17 00:03:34.974] ,-3,24,1074                   
[2019-11-17 00:03:47.572] ,-3,24,1074                   
[2019-11-17 00:04:00.168] ,-3,24,1074                   
[2019-11-17 00:04:12.762] ,-3,23,1074                   
[2019-11-17 00:04:25.356] ,-3,24,1074                   
[2019-11-17 00:04:37.949] ,-3,24,1074                   
[2019-11-17 00:04:50.547] ,-3,24,1074                   
[2019-11-17 00:05:03.138] ,-3,24,1074                   
[2019-11-17 00:05:15.732] ,-3,24,1073                   
[2019-11-17 00:05:28.325] ,-3,24,1074                   
[2019-11-17 00:05:40.919] ,-3,24,1074                   
[2019-11-17 00:05:53.517] ,-3,24,1074                   
[2019-11-17 00:06:06.109] ,-3,23,1074                   
[2019-11-17 00:06:18.702] ,-3,24,1074                   
[2019-11-17 00:06:31.294] ,-3,24,1074                   
[2019-11-17 00:06:43.889] ,-3,24,1074                   
[2019-11-17 00:06:56.482] ,-3,24,1074                   
[2019-11-17 00:07:09.076] ,-3,24,1074                   
[2019-11-17 00:07:21.670] ,-3,24,1074                   
[2019-11-17 00:07:34.264] ,-3,24,1074                   
[2019-11-17 00:07:46.858] ,-3,24,1074                   
[2019-11-17 00:07:59.453] ,-3,24,1074                   
[2019-11-17 00:08:12.054] ,-3,24,1074                   
[2019-11-17 00:08:24.652] ,-3,24,1074                   
[2019-11-17 00:08:37.245] ,-3,24,1074                   
[2019-11-17 00:08:49.839] ,-3,24,1074                   
[2019-11-17 00:09:02.433] ,-3,24,1074                   
[2019-11-17 00:09:15.028] ,-3,24,1074                   
[2019-11-17 00:09:27.622] ,-3,24,1073                   
[2019-11-17 00:09:40.216] ,-3,24,1073                   
[2019-11-17 00:09:52.810] ,-3,24,1073                   
[2019-11-17 00:10:05.404] ,-3,24,1073                   
[2019-11-17 00:10:17.996] ,-3,24,1073                   
[2019-11-17 00:10:30.591] ,-3,24,1073                   
[2019-11-17 00:10:43.185] ,-3,24,1073                   
[2019-11-17 00:10:55.778] ,-3,25,1073                   
[2019-11-17 00:11:08.378] ,-3,24,1073                   
[2019-11-17 00:11:20.972] ,-3,24,1073                   
[2019-11-17 00:11:33.566] ,-3,24,1073                   
[2019-11-17 00:11:46.160] ,-3,24,1073                   
[2019-11-17 00:11:58.756] ,-3,24,1073                   
[2019-11-17 00:12:11.347] ,-3,24,1073                   
[2019-11-17 00:12:23.941] ,-3,24,1073                   
[2019-11-17 00:12:36.540] ,-3,24,1073                   
[2019-11-17 00:12:49.138] ,-3,24,1073                   
[2019-11-17 00:13:01.730] ,-3,24,1073                   
[2019-11-17 00:13:14.323] ,-3,24,1073                   
[2019-11-17 00:13:26.917] ,-3,24,1073                   
[2019-11-17 00:13:39.513] ,-3,24,1073                   
[2019-11-17 00:13:52.104] ,-3,24,1073                   
[2019-11-17 00:14:04.698] ,-3,24,1073                   
[2019-11-17 00:14:17.293] ,-3,25,1073                   
[2019-11-17 00:14:29.887] ,-3,24,1073                   
[2019-11-17 00:14:42.481] ,-3,24,1073                   
[2019-11-17 00:14:55.075] ,-3,24,1073                   
[2019-11-17 00:15:07.668] ,-3,24,1073                   
[2019-11-17 00:15:20.262] ,-3,24,1073                   
[2019-11-17 00:15:32.855] ,-3,24,1073                   
[2019-11-17 00:15:45.449] ,-3,24,1073                   
[2019-11-17 00:15:58.044] ,-3,24,1073                   
[2019-11-17 00:16:10.637] ,-3,24,1073                   
[2019-11-17 00:16:23.232] ,-3,24,1073                   
[2019-11-17 00:16:35.825] ,-3,24,1073                   
[2019-11-17 00:16:48.419] ,-3,24,1073                   
[2019-11-17 00:17:01.013] ,-3,24,1073                   
[2019-11-17 00:17:13.606] ,-3,25,1073                   
[2019-11-17 00:17:26.200] ,-3,24,1073                   
[2019-11-17 00:17:38.794] ,-3,24,1073                   
[2019-11-17 00:17:51.388] ,-3,24,1073                   
[2019-11-17 00:18:03.990] ,-3,24,1073                   
[2019-11-17 00:18:16.589] ,-3,24,1073                   
[2019-11-17 00:18:29.182] ,-3,24,1073                   
[2019-11-17 00:18:41.776] ,-3,24,1073                   
[2019-11-17 00:18:54.369] ,-3,24,1073                   
[2019-11-17 00:19:06.964] ,-3,24,1073                   
[2019-11-17 00:19:19.557] ,-3,24,1073                   
[2019-11-17 00:19:32.152] ,-3,25,1073                   
[2019-11-17 00:19:44.746] ,-3,24,1073                   
[2019-11-17 00:19:57.339] ,-3,24,1073                   
[2019-11-17 00:20:09.934] ,-3,25,1073                   
[2019-11-17 00:20:22.527] ,-3,24,1073                   
[2019-11-17 00:20:35.121] ,-3,24,1073                   
[2019-11-17 00:20:47.715] ,-3,24,1073                   
[2019-11-17 00:21:00.308] ,-3,25,1073                   
[2019-11-17 00:21:12.902] ,-3,24,1074                   
[2019-11-17 00:21:25.496] ,-3,24,1073                   
[2019-11-17 00:21:38.090] ,-3,24,1073                   
[2019-11-17 00:21:50.684] ,-3,24,1073                   
[2019-11-17 00:22:03.285] ,-3,24,1073                   
[2019-11-17 00:22:15.878] ,-3,24,1073                   
[2019-11-17 00:22:28.472] ,-3,25,1073                   
[2019-11-17 00:22:41.065] ,-3,24,1073                   
[2019-11-17 00:22:53.659] ,-3,24,1073                   
[2019-11-17 00:23:06.254] ,-3,24,1073                   
[2019-11-17 00:23:18.847] ,-3,24,1073                   
[2019-11-17 00:23:31.443] ,-3,24,1073                   
[2019-11-17 00:23:44.035] ,-3,24,1073                   
[2019-11-17 00:23:56.629] ,-3,24,1073                   
[2019-11-17 00:24:09.224] ,-3,24,1073                   
[2019-11-17 00:24:21.816] ,-3,24,1073                   
[2019-11-17 00:24:34.416] ,-3,24,1073                   
[2019-11-17 00:24:47.011] ,-3,24,1073                   
[2019-11-17 00:24:59.605] ,-3,24,1073                   
[2019-11-17 00:25:12.198] ,-3,24,1073                   
[2019-11-17 00:25:24.799] ,-3,24,1073                   
[2019-11-17 00:25:37.392] ,-3,24,1073                   
[2019-11-17 00:25:49.987] ,-3,24,1073                   
[2019-11-17 00:26:02.580] ,-3,24,1073                   
[2019-11-17 00:26:15.173] ,-3,24,1073                   
[2019-11-17 00:26:27.767] ,-3,24,1073                   
[2019-11-17 00:26:40.361] ,-3,25,1073                   
[2019-11-17 00:26:52.956] ,-3,24,1073                   
[2019-11-17 00:27:05.549] ,-3,24,1073                   
[2019-11-17 00:27:18.143] ,-3,24,1073                   
[2019-11-17 00:27:30.737] ,-3,24,1073                   
[2019-11-17 00:27:43.331] ,-3,24,1073                   
[2019-11-17 00:27:55.925] ,-3,24,1073                   
[2019-11-17 00:28:08.518] ,-3,24,1073                   
[2019-11-17 00:28:21.112] ,-3,24,1073                   
[2019-11-17 00:28:33.706] ,-3,24,1073                   
[2019-11-17 00:28:46.300] ,-3,24,1073                   
[2019-11-17 00:28:58.894] ,-3,24,1073                   
[2019-11-17 00:29:11.488] ,-3,24,1073                   
[2019-11-17 00:29:24.083] ,-3,24,1073                   
[2019-11-17 00:29:36.676] ,-3,24,1073                   
[2019-11-17 00:29:49.270] ,-3,24,1073                   
[2019-11-17 00:30:01.863] ,-3,24,1073                   
[2019-11-17 00:30:14.457] ,-3,24,1073                   
[2019-11-17 00:30:27.059] ,-3,24,1073                   
[2019-11-17 00:30:39.658] ,-3,24,1073                   
[2019-11-17 00:30:52.252] ,-3,24,1073                   
[2019-11-17 00:31:04.845] ,-3,24,1073                   
[2019-11-17 00:31:17.441] ,-3,24,1073                   
[2019-11-17 00:31:30.033] ,-3,24,1073                   
[2019-11-17 00:31:42.627] ,-3,25,1073                   
[2019-11-17 00:31:55.222] ,-3,24,1073                   
[2019-11-17 00:32:07.814] ,-3,25,1073                   
[2019-11-17 00:32:20.409] ,-3,24,1073                   
[2019-11-17 00:32:33.002] ,-3,24,1073                   
[2019-11-17 00:32:45.596] ,-3,24,1073                   
[2019-11-17 00:32:58.191] ,-3,24,1073                   
[2019-11-17 00:33:10.783] ,-3,25,1073                   
[2019-11-17 00:33:23.377] ,-3,24,1073                   
[2019-11-17 00:33:35.971] ,-3,24,1073                   
[2019-11-17 00:33:48.565] ,-3,24,1073                   
[2019-11-17 00:34:01.165] ,-3,25,1073                   
[2019-11-17 00:34:13.760] ,-3,24,1073                   
[2019-11-17 00:34:26.353] ,-3,25,1073                   
[2019-11-17 00:34:38.947] ,-3,25,1073                   
[2019-11-17 00:34:51.540] ,-3,24,1073                   
[2019-11-17 00:35:04.134] ,-3,25,1073                   
[2019-11-17 00:35:16.728] ,-3,25,1073                   
[2019-11-17 00:35:29.322] ,-3,25,1073                   
[2019-11-17 00:35:41.916] ,-3,25,1073                   
[2019-11-17 00:35:54.510] ,-3,25,1073                   
[2019-11-17 00:36:07.104] ,-3,25,1073                   
[2019-11-17 00:36:19.698] ,-3,25,1073                   
[2019-11-17 00:36:32.296] ,-3,25,1073                   
[2019-11-17 00:36:44.891] ,-3,25,1073                   
