[2019-11-16 21:51:28.600] temperature (C), humidity (% relative), pressure (hPa)        
[2019-11-17 15:01:19.542] ,3,56,1067                    
[2019-11-17 15:01:32.148] ,3,56,1067                    
[2019-11-17 15:01:44.748] ,3,56,1067                    
[2019-11-17 15:01:57.348] ,3,56,1067                    
[2019-11-17 15:02:09.947] ,3,56,1067                    
[2019-11-17 15:02:22.546] ,3,56,1067                    
[2019-11-17 15:02:35.152] ,3,56,1067                    
[2019-11-17 15:02:47.753] ,3,56,1067                    
[2019-11-17 15:03:00.353] ,3,56,1067                    
[2019-11-17 15:03:12.953] ,3,56,1067                    
[2019-11-17 15:03:25.553] ,3,56,1067                    
[2019-11-17 15:03:38.153] ,3,56,1067                    
[2019-11-17 15:03:50.752] ,3,56,1067                    
[2019-11-17 15:04:03.352] ,3,56,1067                    
[2019-11-17 15:04:15.952] ,3,56,1067                    
[2019-11-17 15:04:28.552] ,3,56,1067                    
[2019-11-17 15:04:41.152] ,3,56,1067                    
[2019-11-17 15:04:53.752] ,3,56,1067                    
[2019-11-17 15:05:06.352] ,3,56,1067                    
[2019-11-17 15:05:18.952] ,3,56,1067                    
[2019-11-17 15:05:31.551] ,3,56,1067                    
[2019-11-17 15:05:44.151] ,3,56,1067                    
[2019-11-17 15:05:56.751] ,3,56,1067                    
[2019-11-17 15:06:09.351] ,3,56,1067                    
[2019-11-17 15:06:21.951] ,3,56,1067                    
[2019-11-17 15:06:34.550] ,3,56,1067                    
[2019-11-17 15:06:47.151] ,3,56,1067                    
[2019-11-17 15:06:59.751] ,3,56,1067                    
[2019-11-17 15:07:12.350] ,3,56,1067                    
[2019-11-17 15:07:24.949] ,3,56,1067                    
[2019-11-17 15:07:37.550] ,3,56,1067                    
[2019-11-17 15:07:50.150] ,3,56,1067                    
[2019-11-17 15:08:02.758] ,3,56,1067                    
[2019-11-17 15:08:15.362] ,3,56,1067                    
[2019-11-17 15:08:27.962] ,3,56,1067                    
[2019-11-17 15:08:40.561] ,3,56,1067                    
[2019-11-17 15:08:53.161] ,3,56,1067                    
[2019-11-17 15:09:05.761] ,3,56,1067                    
[2019-11-17 15:09:18.360] ,3,56,1067                    
[2019-11-17 15:09:30.961] ,3,56,1067                    
[2019-11-17 15:09:43.561] ,3,56,1067                    
[2019-11-17 15:09:56.161] ,3,56,1067                    
[2019-11-17 15:10:08.761] ,3,56,1067                    
[2019-11-17 15:10:21.360] ,3,56,1067                    
[2019-11-17 15:10:33.960] ,3,56,1067                    
[2019-11-17 15:10:46.560] ,3,56,1067                    
[2019-11-17 15:10:59.160] ,3,56,1067                    
[2019-11-17 15:11:11.760] ,3,56,1067                    
[2019-11-17 15:11:24.360] ,3,56,1067                    
[2019-11-17 15:11:36.960] ,3,56,1067                    
[2019-11-17 15:11:49.560] ,3,56,1067                    
[2019-11-17 15:12:02.166] ,3,56,1067                    
[2019-11-17 15:12:14.765] ,3,56,1067                    
[2019-11-17 15:12:27.365] ,3,56,1067                    
[2019-11-17 15:12:39.965] ,3,56,1067                    
[2019-11-17 15:12:52.564] ,3,57,1067                    
[2019-11-17 15:13:05.165] ,3,57,1067                    
[2019-11-17 15:13:17.765] ,3,57,1067                    
[2019-11-17 15:13:30.365] ,3,57,1067                    
[2019-11-17 15:13:42.965] ,3,57,1067                    
[2019-11-17 15:13:55.564] ,3,56,1067                    
[2019-11-17 15:14:08.164] ,3,57,1067                    
[2019-11-17 15:14:20.770] ,3,57,1067                    
[2019-11-17 15:14:33.370] ,3,57,1067                    
[2019-11-17 15:14:45.970] ,3,57,1067                    
[2019-11-17 15:14:58.570] ,3,57,1067                    
[2019-11-17 15:15:11.174] ,3,57,1067                    
[2019-11-17 15:15:23.776] ,3,57,1067                    
[2019-11-17 15:15:36.375] ,3,57,1067                    
[2019-11-17 15:15:48.975] ,3,56,1067                    
[2019-11-17 15:16:01.574] ,3,56,1067                    
[2019-11-17 15:16:14.175] ,3,57,1067                    
[2019-11-17 15:16:26.775] ,3,57,1067                    
[2019-11-17 15:16:39.375] ,3,57,1067                    
[2019-11-17 15:16:51.975] ,3,57,1067                    
[2019-11-17 15:17:04.574] ,3,57,1067                    
[2019-11-17 15:17:17.174] ,3,57,1067                    
[2019-11-17 15:17:29.774] ,3,57,1067                    
[2019-11-17 15:17:42.374] ,3,57,1067                    
[2019-11-17 15:17:54.974] ,3,57,1067                    
[2019-11-17 15:18:07.574] ,3,57,1067                    
[2019-11-17 15:18:20.174] ,3,57,1067                    
[2019-11-17 15:18:32.773] ,3,57,1067                    
[2019-11-17 15:18:45.374] ,3,57,1067                    
[2019-11-17 15:18:57.973] ,3,57,1067                    
[2019-11-17 15:19:10.573] ,3,57,1067                    
[2019-11-17 15:19:23.173] ,3,57,1067                    
[2019-11-17 15:19:35.773] ,3,57,1067                    
[2019-11-17 15:19:48.373] ,3,57,1067                    
[2019-11-17 15:20:00.973] ,3,57,1067                    
[2019-11-17 15:20:13.580] ,3,57,1067                    
[2019-11-17 15:20:26.185] ,3,57,1067                    
[2019-11-17 15:20:38.784] ,3,57,1067                    
[2019-11-17 15:20:51.384] ,3,57,1067                    
[2019-11-17 15:21:03.984] ,3,57,1067                    
[2019-11-17 15:21:16.584] ,3,57,1067                    
[2019-11-17 15:21:29.184] ,3,57,1067                    
[2019-11-17 15:21:41.784] ,3,57,1067                    
[2019-11-17 15:21:54.383] ,3,57,1067                    
[2019-11-17 15:22:06.983] ,3,57,1067                    
[2019-11-17 15:22:19.582] ,3,57,1067                    
[2019-11-17 15:22:32.183] ,3,57,1067                    
[2019-11-17 15:22:44.783] ,3,57,1067                    
[2019-11-17 15:22:57.383] ,3,57,1067                    
[2019-11-17 15:23:09.983] ,3,57,1067                    
[2019-11-17 15:23:22.583] ,3,57,1067                    
[2019-11-17 15:23:35.183] ,3,57,1067                    
[2019-11-17 15:23:47.789] ,3,57,1067                    
[2019-11-17 15:24:00.388] ,3,57,1067                    
[2019-11-17 15:24:12.988] ,3,57,1067                    
[2019-11-17 15:24:25.588] ,3,57,1067                    
[2019-11-17 15:24:38.188] ,3,57,1067                    
[2019-11-17 15:24:50.788] ,3,57,1067                    
[2019-11-17 15:25:03.388] ,3,57,1067                    
[2019-11-17 15:25:15.988] ,3,57,1067                    
[2019-11-17 15:25:28.587] ,3,57,1067                    
[2019-11-17 15:25:41.187] ,3,57,1067                    
[2019-11-17 15:25:53.787] ,3,57,1067                    
[2019-11-17 15:26:06.386] ,3,57,1067                    
[2019-11-17 15:26:18.991] ,3,57,1067                    
[2019-11-17 15:26:31.593] ,3,57,1067                    
[2019-11-17 15:26:44.193] ,3,57,1067                    
[2019-11-17 15:26:56.793] ,3,57,1067                    
[2019-11-17 15:27:09.392] ,3,57,1067                    
[2019-11-17 15:27:21.992] ,3,57,1067                    
[2019-11-17 15:27:34.592] ,3,57,1067                    
[2019-11-17 15:27:47.191] ,3,58,1067                    
[2019-11-17 15:27:59.791] ,3,58,1067                    
[2019-11-17 15:28:12.392] ,3,58,1067                    
[2019-11-17 15:28:24.991] ,3,58,1067                    
[2019-11-17 15:28:37.592] ,3,58,1067                    
[2019-11-17 15:28:50.191] ,3,58,1067                    
[2019-11-17 15:29:02.791] ,3,58,1067                    
[2019-11-17 15:29:15.391] ,3,58,1067                    
[2019-11-17 15:29:27.991] ,3,58,1067                    
[2019-11-17 15:29:40.591] ,3,58,1067                    
[2019-11-17 15:29:53.190] ,3,58,1067                    
[2019-11-17 15:30:05.791] ,3,58,1067                    
[2019-11-17 15:30:18.391] ,3,58,1067                    
[2019-11-17 15:30:30.990] ,3,58,1067                    
[2019-11-17 15:30:43.590] ,3,58,1067                    
[2019-11-17 15:30:56.190] ,3,58,1067                    
[2019-11-17 15:31:08.798] ,3,58,1067                    
[2019-11-17 15:31:21.402] ,3,58,1067                    
[2019-11-17 15:31:34.002] ,3,58,1067                    
[2019-11-17 15:31:46.602] ,3,58,1067                    
[2019-11-17 15:31:59.202] ,3,58,1067                    
[2019-11-17 15:32:11.801] ,3,58,1067                    
[2019-11-17 15:32:24.401] ,3,58,1067                    
[2019-11-17 15:32:37.001] ,3,58,1067                    
[2019-11-17 15:32:49.601] ,3,58,1067                    
[2019-11-17 15:33:02.201] ,3,58,1067                    
[2019-11-17 15:33:14.801] ,3,58,1067                    
[2019-11-17 15:33:27.401] ,3,58,1067                    
[2019-11-17 15:33:40.001] ,3,58,1067                    
[2019-11-17 15:33:52.600] ,3,58,1067                    
[2019-11-17 15:34:05.200] ,3,58,1067                    
[2019-11-17 15:34:17.800] ,3,58,1067                    
[2019-11-17 15:34:30.406] ,3,58,1067                    
[2019-11-17 15:34:43.005] ,3,58,1067                    
[2019-11-17 15:34:55.606] ,3,58,1067                    
[2019-11-17 15:35:08.206] ,3,58,1067                    
[2019-11-17 15:35:20.806] ,3,58,1067                    
[2019-11-17 15:35:33.405] ,3,58,1067                    
[2019-11-17 15:35:46.005] ,3,58,1067                    
[2019-11-17 15:35:58.605] ,3,58,1067                    
[2019-11-17 15:36:11.209] ,3,58,1067                    
[2019-11-17 15:36:23.815] ,3,58,1067                    
[2019-11-17 15:36:36.417] ,3,58,1067                    
[2019-11-17 15:36:49.017] ,3,58,1067                    
[2019-11-17 15:37:01.616] ,3,58,1067                    
[2019-11-17 15:37:14.216] ,3,58,1067                    
[2019-11-17 15:37:26.816] ,3,58,1067                    
[2019-11-17 15:37:39.416] ,3,58,1067                    
[2019-11-17 15:37:52.016] ,3,58,1067                    
[2019-11-17 15:38:04.616] ,3,58,1067                    
[2019-11-17 15:38:17.216] ,3,58,1067                    
[2019-11-17 15:38:29.816] ,3,59,1067                    
[2019-11-17 15:38:42.415] ,3,59,1067                    
[2019-11-17 15:38:55.015] ,3,59,1067                    
[2019-11-17 15:39:07.615] ,3,59,1067                    
[2019-11-17 15:39:20.215] ,3,59,1067                    
[2019-11-17 15:39:32.814] ,3,59,1067                    
[2019-11-17 15:39:45.415] ,3,59,1067                    
[2019-11-17 15:39:58.015] ,3,59,1067                    
[2019-11-17 15:40:10.615] ,3,59,1067                    
[2019-11-17 15:40:23.214] ,3,59,1067                    
[2019-11-17 15:40:35.814] ,3,59,1067                    
[2019-11-17 15:40:48.421] ,3,59,1067                    
[2019-11-17 15:41:01.026] ,3,59,1067                    
[2019-11-17 15:41:13.626] ,3,59,1067                    
[2019-11-17 15:41:26.226] ,3,59,1067                    
[2019-11-17 15:41:38.826] ,3,59,1067                    
[2019-11-17 15:41:51.426] ,3,59,1067                    
[2019-11-17 15:42:04.024] ,2,59,1067                    
[2019-11-17 15:42:16.625] ,2,59,1067                    
[2019-11-17 15:42:29.225] ,2,59,1067                    
[2019-11-17 15:42:41.825] ,2,59,1067                    
[2019-11-17 15:42:54.425] ,2,59,1067                    
[2019-11-17 15:43:07.025] ,2,59,1067                    
[2019-11-17 15:43:19.624] ,2,59,1067                    
[2019-11-17 15:43:32.225] ,2,59,1067                    
[2019-11-17 15:43:44.830] ,2,59,1067                    
[2019-11-17 15:43:57.430] ,2,59,1067                    
[2019-11-17 15:44:10.030] ,2,59,1067                    
[2019-11-17 15:44:22.630] ,2,59,1067                    
[2019-11-17 15:44:35.230] ,2,59,1067                    
[2019-11-17 15:44:47.830] ,2,59,1067                    
[2019-11-17 15:45:00.435] ,2,59,1067                    
[2019-11-17 15:45:13.036] ,2,59,1067                    
[2019-11-17 15:45:25.635] ,2,59,1067                    
[2019-11-17 15:45:38.235] ,2,59,1067                    
[2019-11-17 15:45:50.835] ,2,59,1067                    
[2019-11-17 15:46:03.435] ,2,59,1067                    
[2019-11-17 15:46:16.035] ,2,59,1067                    
[2019-11-17 15:46:28.635] ,2,60,1067                    
[2019-11-17 15:46:41.235] ,2,59,1067                    
[2019-11-17 15:46:53.835] ,2,59,1067                    
[2019-11-17 15:47:06.434] ,2,60,1067                    
[2019-11-17 15:47:19.034] ,2,59,1067                    
[2019-11-17 15:47:31.634] ,2,59,1067                    
[2019-11-17 15:47:44.234] ,2,59,1067                    
[2019-11-17 15:47:56.834] ,2,60,1067                    
[2019-11-17 15:48:09.433] ,2,59,1067                    
[2019-11-17 15:48:22.034] ,2,59,1067                    
[2019-11-17 15:48:34.633] ,2,59,1067                    
[2019-11-17 15:48:47.232] ,2,59,1067                    
[2019-11-17 15:48:59.833] ,2,60,1067                    
[2019-11-17 15:49:12.433] ,2,60,1067                    
[2019-11-17 15:49:25.033] ,2,60,1067                    
[2019-11-17 15:49:37.633] ,2,60,1067                    
[2019-11-17 15:49:50.233] ,2,60,1067                    
[2019-11-17 15:50:02.833] ,2,60,1067                    
[2019-11-17 15:50:15.433] ,2,60,1067                    
[2019-11-17 15:50:28.032] ,2,60,1067                    
[2019-11-17 15:50:40.640] ,2,60,1067                    
[2019-11-17 15:50:53.244] ,2,60,1067                    
[2019-11-17 15:51:05.844] ,2,60,1067                    
[2019-11-17 15:51:18.444] ,2,60,1067                    
[2019-11-17 15:51:31.043] ,2,60,1067                    
[2019-11-17 15:51:43.644] ,2,60,1067                    
[2019-11-17 15:51:56.244] ,2,60,1067                    
[2019-11-17 15:52:08.843] ,2,60,1067                    
[2019-11-17 15:52:21.443] ,2,60,1067                    
[2019-11-17 15:52:34.043] ,2,60,1067                    
[2019-11-17 15:52:46.642] ,2,60,1067                    
[2019-11-17 15:52:59.243] ,2,60,1067                    
[2019-11-17 15:53:11.843] ,2,60,1067                    
[2019-11-17 15:53:24.443] ,2,60,1067                    
[2019-11-17 15:53:37.042] ,2,60,1067                    
[2019-11-17 15:53:49.642] ,2,60,1067                    
[2019-11-17 15:54:02.242] ,2,60,1067                    
[2019-11-17 15:54:14.842] ,2,60,1067                    
[2019-11-17 15:54:27.442] ,2,60,1067                    
[2019-11-17 15:54:40.049] ,2,60,1067                    
[2019-11-17 15:54:52.648] ,2,60,1067                    
[2019-11-17 15:55:05.248] ,2,60,1067                    
[2019-11-17 15:55:17.847] ,2,60,1067                    
[2019-11-17 15:55:30.447] ,2,60,1067                    
[2019-11-17 15:55:43.047] ,2,60,1067                    
[2019-11-17 15:55:55.647] ,2,60,1067                    
[2019-11-17 15:56:08.247] ,2,60,1067                    
[2019-11-17 15:56:20.847] ,2,60,1067                    
[2019-11-17 15:56:33.447] ,2,60,1067                    
[2019-11-17 15:56:46.047] ,2,60,1067                    
[2019-11-17 15:56:58.645] ,2,60,1067                    
[2019-11-17 15:57:11.252] ,2,61,1067                    
[2019-11-17 15:57:23.851] ,2,60,1067                    
[2019-11-17 15:57:36.452] ,2,60,1067                    
[2019-11-17 15:57:49.052] ,2,60,1067                    
[2019-11-17 15:58:01.655] ,2,60,1067                    
[2019-11-17 15:58:14.258] ,2,60,1067                    
[2019-11-17 15:58:26.858] ,2,60,1067                    
[2019-11-17 15:58:39.457] ,2,60,1067                    
[2019-11-17 15:58:52.057] ,2,60,1067                    
[2019-11-17 15:59:04.657] ,2,60,1067                    
[2019-11-17 15:59:17.257] ,2,60,1067                    
[2019-11-17 15:59:29.857] ,2,60,1067                    
[2019-11-17 15:59:42.457] ,2,60,1067                    
[2019-11-17 15:59:55.057] ,2,60,1067                    
[2019-11-17 16:00:07.657] ,2,60,1067                    
[2019-11-17 16:00:20.256] ,2,60,1067                    
[2019-11-17 16:00:32.856] ,2,60,1067                    
[2019-11-17 16:00:45.456] ,2,61,1067                    
[2019-11-17 16:00:58.056] ,2,60,1067                    
[2019-11-17 16:01:10.656] ,2,61,1067                    
[2019-11-17 16:01:23.256] ,2,61,1067                    
[2019-11-17 16:01:35.856] ,2,61,1067                    
[2019-11-17 16:01:48.456] ,2,61,1067                    
[2019-11-17 16:02:01.055] ,2,61,1067                    
[2019-11-17 16:02:13.655] ,2,61,1067                    
[2019-11-17 16:02:26.255] ,2,61,1067                    
[2019-11-17 16:02:38.855] ,2,61,1067                    
[2019-11-17 16:02:51.455] ,2,61,1067                    
[2019-11-17 16:03:04.062] ,2,61,1067                    
[2019-11-17 16:03:16.667] ,2,61,1067                    
[2019-11-17 16:03:29.267] ,2,61,1067                    
[2019-11-17 16:03:41.866] ,2,61,1067                    
[2019-11-17 16:03:54.466] ,2,61,1067                    
[2019-11-17 16:04:07.066] ,2,61,1067                    
[2019-11-17 16:04:19.666] ,2,61,1067                    
[2019-11-17 16:04:32.266] ,2,61,1067                    
[2019-11-17 16:04:44.866] ,2,61,1066                    
[2019-11-17 16:04:57.466] ,2,61,1067                    
[2019-11-17 16:05:10.066] ,2,61,1067                    
[2019-11-17 16:05:22.665] ,2,61,1067                    
[2019-11-17 16:05:35.265] ,2,61,1067                    
[2019-11-17 16:05:47.865] ,2,61,1066                    
[2019-11-17 16:06:00.464] ,2,61,1067                    
[2019-11-17 16:06:13.065] ,2,61,1067                    
[2019-11-17 16:06:25.665] ,2,61,1066                    
[2019-11-17 16:06:38.271] ,2,61,1067                    
[2019-11-17 16:06:50.870] ,2,61,1067                    
[2019-11-17 16:07:03.470] ,2,61,1067                    
[2019-11-17 16:07:16.070] ,2,61,1066                    
[2019-11-17 16:07:28.670] ,2,61,1066                    
[2019-11-17 16:07:41.270] ,2,61,1066                    
[2019-11-17 16:07:53.870] ,2,61,1067                    
[2019-11-17 16:08:06.470] ,2,61,1067                    
[2019-11-17 16:08:19.070] ,2,61,1066                    
[2019-11-17 16:08:31.674] ,2,61,1067                    
[2019-11-17 16:08:44.275] ,2,61,1066                    
[2019-11-17 16:08:56.880] ,2,61,1066                    
[2019-11-17 16:09:09.481] ,2,61,1066                    
[2019-11-17 16:09:22.081] ,2,61,1066                    
[2019-11-17 16:09:34.681] ,2,61,1066                    
[2019-11-17 16:09:47.281] ,2,61,1066                    
[2019-11-17 16:09:59.881] ,2,61,1066                    
[2019-11-17 16:10:12.481] ,2,61,1066                    
[2019-11-17 16:10:25.080] ,2,61,1066                    
[2019-11-17 16:10:37.680] ,2,61,1066                    
[2019-11-17 16:10:50.280] ,2,61,1066                    
[2019-11-17 16:11:02.880] ,2,61,1066                    
[2019-11-17 16:11:15.480] ,2,61,1066                    
[2019-11-17 16:11:28.080] ,2,61,1066                    
[2019-11-17 16:11:40.680] ,2,61,1066                    
[2019-11-17 16:11:53.279] ,2,61,1066                    
[2019-11-17 16:12:05.879] ,2,61,1066                    
[2019-11-17 16:12:18.478] ,2,61,1066                    
[2019-11-17 16:12:31.079] ,2,61,1066                    
[2019-11-17 16:12:43.679] ,2,61,1066                    
[2019-11-17 16:12:56.279] ,2,61,1066                    
[2019-11-17 16:13:08.879] ,2,61,1066                    
[2019-11-17 16:13:21.479] ,2,61,1066                    
[2019-11-17 16:13:34.085] ,2,61,1066                    
[2019-11-17 16:13:46.684] ,2,61,1066                    
[2019-11-17 16:13:59.283] ,2,61,1066                    
[2019-11-17 16:14:11.884] ,2,61,1066                    
[2019-11-17 16:14:24.484] ,2,61,1066                    
[2019-11-17 16:14:37.084] ,2,61,1066                    
[2019-11-17 16:14:49.684] ,2,62,1066                    
[2019-11-17 16:15:02.284] ,2,62,1066                    
[2019-11-17 16:15:14.883] ,2,62,1066                    
[2019-11-17 16:15:27.483] ,2,62,1066                    
[2019-11-17 16:15:40.083] ,2,62,1066                    
[2019-11-17 16:15:52.683] ,2,62,1066                    
[2019-11-17 16:16:05.283] ,2,62,1066                    
[2019-11-17 16:16:17.882] ,2,62,1066                    
[2019-11-17 16:16:30.483] ,2,62,1066                    
[2019-11-17 16:16:43.089] ,2,62,1066                    
[2019-11-17 16:16:55.688] ,2,62,1066                    
[2019-11-17 16:17:08.288] ,2,62,1066                    
[2019-11-17 16:17:20.888] ,2,62,1066                    
[2019-11-17 16:17:33.488] ,2,62,1066                    
[2019-11-17 16:17:46.088] ,2,62,1066                    
[2019-11-17 16:17:58.688] ,2,62,1066                    
[2019-11-17 16:18:11.293] ,2,62,1066                    
[2019-11-17 16:18:23.894] ,2,62,1066                    
[2019-11-17 16:18:36.493] ,2,62,1066                    
[2019-11-17 16:18:49.093] ,2,62,1066                    
[2019-11-17 16:19:01.693] ,2,62,1066                    
[2019-11-17 16:19:14.293] ,2,62,1066                    
[2019-11-17 16:19:26.893] ,2,62,1066                    
[2019-11-17 16:19:39.493] ,2,62,1066                    
[2019-11-17 16:19:52.113] ,2,62,1066                    
[2019-11-17 16:20:04.717] ,2,62,1066                    
[2019-11-17 16:20:17.316] ,2,62,1066                    
[2019-11-17 16:20:29.916] ,2,62,1066                    
[2019-11-17 16:20:42.516] ,2,62,1066                    
[2019-11-17 16:20:55.116] ,2,62,1066                    
[2019-11-17 16:21:07.716] ,2,62,1066                    
[2019-11-17 16:21:20.316] ,2,62,1066                    
[2019-11-17 16:21:32.916] ,2,62,1066                    
[2019-11-17 16:21:45.516] ,2,62,1066                    
[2019-11-17 16:21:58.114] ,2,62,1066                    
[2019-11-17 16:22:10.715] ,2,62,1066                    
[2019-11-17 16:22:23.314] ,2,62,1066                    
[2019-11-17 16:22:35.915] ,2,62,1066                    
[2019-11-17 16:22:48.515] ,2,62,1066                    
[2019-11-17 16:23:01.115] ,2,62,1066                    
[2019-11-17 16:23:13.715] ,2,62,1066                    
[2019-11-17 16:23:26.315] ,2,62,1066                    
[2019-11-17 16:23:38.914] ,2,62,1066                    
[2019-11-17 16:23:51.514] ,2,62,1066                    
[2019-11-17 16:24:04.113] ,2,62,1066                    
[2019-11-17 16:24:16.714] ,2,62,1066                    
[2019-11-17 16:24:29.314] ,2,62,1066                    
[2019-11-17 16:24:41.914] ,2,62,1066                    
[2019-11-17 16:24:54.514] ,2,62,1066                    
[2019-11-17 16:25:07.114] ,2,62,1066                    
[2019-11-17 16:25:19.712] ,2,62,1066                    
[2019-11-17 16:25:32.313] ,2,62,1066                    
[2019-11-17 16:25:44.921] ,2,62,1066                    
[2019-11-17 16:25:57.525] ,2,62,1066                    
[2019-11-17 16:26:10.125] ,2,62,1066                    
[2019-11-17 16:26:22.725] ,2,62,1066                    
[2019-11-17 16:26:35.325] ,2,62,1066                    
[2019-11-17 16:26:47.925] ,2,62,1066                    
[2019-11-17 16:27:00.524] ,2,62,1066                    
[2019-11-17 16:27:13.124] ,2,62,1066                    
[2019-11-17 16:27:25.724] ,2,62,1066                    
[2019-11-17 16:27:38.323] ,2,62,1066                    
[2019-11-17 16:27:50.924] ,2,62,1066                    
[2019-11-17 16:28:03.524] ,2,62,1066                    
[2019-11-17 16:28:16.124] ,2,62,1066                    
[2019-11-17 16:28:28.723] ,2,62,1066                    
[2019-11-17 16:28:41.323] ,2,62,1066                    
[2019-11-17 16:28:53.922] ,2,62,1066                    
[2019-11-17 16:29:06.523] ,2,62,1066                    
[2019-11-17 16:29:19.123] ,2,62,1066                    
[2019-11-17 16:29:31.723] ,2,62,1066                    
[2019-11-17 16:29:44.323] ,2,62,1066                    
[2019-11-17 16:29:56.930] ,2,62,1066                    
[2019-11-17 16:30:09.529] ,2,62,1066                    
[2019-11-17 16:30:22.128] ,2,62,1066                    
[2019-11-17 16:30:34.728] ,2,62,1066                    
[2019-11-17 16:30:47.328] ,2,62,1066                    
[2019-11-17 16:30:59.928] ,2,62,1066                    
[2019-11-17 16:31:12.528] ,2,62,1066                    
[2019-11-17 16:31:25.128] ,2,63,1066                    
[2019-11-17 16:31:37.727] ,2,63,1066                    
[2019-11-17 16:31:50.328] ,2,63,1066                    
[2019-11-17 16:32:02.927] ,2,63,1066                    
[2019-11-17 16:32:15.527] ,2,63,1066                    
[2019-11-17 16:32:28.127] ,2,63,1066                    
[2019-11-17 16:32:40.733] ,2,63,1066                    
[2019-11-17 16:32:53.332] ,2,63,1066                    
[2019-11-17 16:33:05.933] ,2,63,1066                    
[2019-11-17 16:33:18.533] ,2,63,1066                    
[2019-11-17 16:33:31.133] ,2,63,1066                    
[2019-11-17 16:33:43.737] ,2,63,1066                    
[2019-11-17 16:33:56.338] ,2,63,1066                    
[2019-11-17 16:34:08.938] ,2,63,1066                    
[2019-11-17 16:34:21.538] ,2,63,1066                    
[2019-11-17 16:34:34.138] ,2,63,1066                    
[2019-11-17 16:34:46.738] ,2,63,1066                    
[2019-11-17 16:34:59.338] ,2,63,1066                    
[2019-11-17 16:35:11.938] ,2,63,1066                    
[2019-11-17 16:35:24.537] ,2,63,1066                    
[2019-11-17 16:35:37.137] ,2,63,1066                    
[2019-11-17 16:35:49.737] ,2,63,1066                    
[2019-11-17 16:36:02.337] ,2,63,1066                    
[2019-11-17 16:36:14.937] ,2,63,1066                    
[2019-11-17 16:36:27.537] ,2,63,1066                    
[2019-11-17 16:36:40.136] ,2,63,1066                    
[2019-11-17 16:36:52.736] ,2,63,1066                    
[2019-11-17 16:37:05.336] ,2,63,1066                    
[2019-11-17 16:37:17.936] ,2,63,1066                    
[2019-11-17 16:37:30.536] ,2,63,1066                    
[2019-11-17 16:37:43.136] ,2,63,1066                    
[2019-11-17 16:37:55.736] ,2,63,1066                    
[2019-11-17 16:38:08.336] ,2,63,1066                    
[2019-11-17 16:38:20.936] ,2,63,1066                    
[2019-11-17 16:38:33.536] ,2,63,1066                    
[2019-11-17 16:38:46.135] ,2,63,1066                    
[2019-11-17 16:38:58.734] ,2,63,1066                    
[2019-11-17 16:39:11.341] ,2,63,1066                    
[2019-11-17 16:39:23.941] ,2,63,1066                    
[2019-11-17 16:39:36.541] ,2,63,1066                    
[2019-11-17 16:39:49.141] ,2,63,1066                    
[2019-11-17 16:40:01.741] ,2,63,1066                    
[2019-11-17 16:40:14.341] ,2,63,1066                    
[2019-11-17 16:40:26.940] ,2,63,1066                    
[2019-11-17 16:40:39.540] ,2,63,1066                    
[2019-11-17 16:40:52.140] ,2,63,1066                    
[2019-11-17 16:41:04.740] ,2,63,1066                    
[2019-11-17 16:41:17.340] ,2,63,1066                    
[2019-11-17 16:41:29.940] ,2,63,1066                    
[2019-11-17 16:41:42.540] ,2,63,1066                    
[2019-11-17 16:41:55.138] ,2,63,1066                    
[2019-11-17 16:42:07.739] ,2,63,1066                    
[2019-11-17 16:42:20.339] ,2,63,1066                    
[2019-11-17 16:42:32.939] ,2,63,1066                    
[2019-11-17 16:42:45.539] ,2,63,1066                    
[2019-11-17 16:42:58.145] ,2,63,1066                    
[2019-11-17 16:43:10.745] ,2,63,1066                    
[2019-11-17 16:43:23.345] ,2,63,1066                    
[2019-11-17 16:43:35.945] ,2,63,1066                    
[2019-11-17 16:43:48.544] ,2,63,1066                    
[2019-11-17 16:44:01.144] ,2,63,1066                    
[2019-11-17 16:44:13.744] ,2,63,1066                    
[2019-11-17 16:44:26.344] ,2,63,1066                    
[2019-11-17 16:44:38.943] ,2,63,1066                    
[2019-11-17 16:44:51.544] ,2,63,1066                    
[2019-11-17 16:45:04.144] ,2,63,1066                    
[2019-11-17 16:45:16.749] ,2,63,1066                    
[2019-11-17 16:45:29.349] ,2,63,1066                    
[2019-11-17 16:45:41.949] ,2,63,1066                    
[2019-11-17 16:45:54.549] ,2,63,1066                    
[2019-11-17 16:46:07.149] ,2,63,1066                    
[2019-11-17 16:46:19.749] ,2,63,1066                    
[2019-11-17 16:46:32.349] ,2,63,1066                    
[2019-11-17 16:46:44.949] ,2,63,1066                    
[2019-11-17 16:46:57.548] ,2,63,1066                    
[2019-11-17 16:47:10.148] ,2,63,1066                    
[2019-11-17 16:47:22.748] ,2,63,1066                    
[2019-11-17 16:47:35.348] ,2,63,1066                    
[2019-11-17 16:47:47.948] ,2,63,1066                    
[2019-11-17 16:48:00.548] ,2,63,1066                    
[2019-11-17 16:48:13.148] ,2,63,1066                    
[2019-11-17 16:48:25.748] ,2,63,1066                    
[2019-11-17 16:48:38.346] ,2,63,1066                    
[2019-11-17 16:48:50.947] ,2,63,1066                    
[2019-11-17 16:49:03.546] ,2,63,1066                    
[2019-11-17 16:49:16.147] ,2,63,1066                    
[2019-11-17 16:49:28.747] ,2,63,1066                    
[2019-11-17 16:49:41.347] ,2,64,1066                    
